ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
11-100,19/04/23 20:12:23,https://twitter.com/Iamridiculious/status/1043244821865885696,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest asia marcos,@Iamridiculious,Ridiculous,Sama sama tayong BaBaon Muli.,Anonymous,08/17,826,246,"Angeles City, Central Lbyuzon",Are you even aware na Philippines is one of the richest country in Asia during Marcos era?,,"Text, Reply",22/09/18 05:05,https://drive.google.com/file/d/1RWwJ5jiDg6BX5gIxEnHx-NXZm2jQUb6I/view?usp=share_link,Rational,1,1,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",,,
11-101,19/04/23 20:18:44,https://twitter.com/judah45/status/1032784786547515393,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Philippines richest asia marcos,@judah45,Jarred25,Bio Gesic...for fever.,Anonymous,01/11,251,42,Saudi Arabia,"Ikalat nyo to nang malaman ng lahat ng Pilipino sa mundo 

Ferdinand E. Marcos 
10th President of the Philippines 
During His time as President, the Philippines is; 
-Richest country in Asia 
-First to have Airport in... https://facebook.com/1377446209/posts/10212408024700503/",,"Text, url",24/08/18 08:20,https://drive.google.com/file/d/1Hsp8g7Ft8onrcYiR3lh2oLb6TKjQlfon/view?usp=share_link,Rational,0,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Cannot identify full name,,
11-102,19/04/23 20:24:11,https://twitter.com/iamryandlr/status/1002177769063661569,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@iamryandlr,Noya,surviving..,Anonymous,05/15,294,334,,Naalala ko na naman yung kwento ni maam jo. Na dati eh 2nd richest country ang pilipinas next to japan huhu sa pamumuno ni ferdinand marcos,,"Text, Reply",31/05/18 21:19,https://drive.google.com/file/d/15UX8UGsvJeElgvj8oPMQgDG1ZKapIQSK/view?usp=share_link,Rational,0,1,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","No location, part of a thread",,
11-103,19/04/23 20:33:27,https://twitter.com/rerichan605/status/1014011205671796736,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@rerichan605,★ナイゼル🎌✨💘,,Anonymous,04/18,203,255,Japan,"If I stole money from the people why the Philippines is richest country next to Japan during my regimen?... F. Marcos 

#TonyMLcomingSoon
@tonythesharky",,Text,03/07/18 13:01,https://drive.google.com/file/d/1P9hUU5Xw_qUJeq9zV2S7qSAu-b8pu9nu/view?usp=share_link,Rational,0,0,2,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",No bio,,
11-104,19/04/23 20:39:29,https://twitter.com/Neneyoh22/status/1482339806575476738,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos rich Japan,@Neneyoh22,Neneyoh,"Love? It’s All or Nothing! If you hold back, bakit nagmahal ka pa?",Anonymous,10/20,145,3,,"Because of that Dictatorship thing that others are bothering it frankly, he was able to make Philippines powerful and rich 2nd to Japan. Therefore, a dictator makes everything alright. Indeed, President Marcos was a visionary and brilliant leader that the Philippines ever had.",,"Text, reply",15/01/22 09:12,https://drive.google.com/file/d/1-K-HfKUilcN7LQq8gpOta6Y-I8IRM5XM/view?usp=share_link,Rational,26,21,6,4,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","No location, cannot identify full name",,
11-105,19/04/23 20:44:50,https://twitter.com/diana_mcblue/status/1450353839018700811,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos rich Japan,@diana_mcblue,Dollar Bill 💵💲💶,"I’m actually not funny, I’m just mean and people think I’m joking, Beauty only gets ATTENTION, personality captures the HEART... ❤ God bless you😇🌩",Identified,07/20,968,297,"Brooklyn, NY","kung magnanakaw si ferdinand marcos, Chinese said the Philippines was rich country in Marcos time president, Claim: The Philippines was the second richest country to Japan during late dictator Ferdinand Marcos’ administration. paninira lang talaga ng mga oligarch",,Text,19/10/21 14:51,https://drive.google.com/file/d/1J__QZCAN632E-WN4R7uR96eee1WXyHdk/view?usp=share_link,Rational,0,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",,,
11-106,19/04/23 20:50:22,https://twitter.com/ninilili_m/status/1524411000425893890,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@ninilili_m,lilililili_kim,What is Cucumber Bro?,Anonymous,11/21,90,26,,Wala pong utang ang marcos nung panahon nia cia pa nga ang nagpapahiram sa mga iba't ibang bansa dahil ndi pa nakakarecover nung world war 2.. Sumusunod tayo sa japan noon as 2nd richest country in the world ngaun 3rd world country,,"Text, reply",11/05/22 23:27,https://drive.google.com/file/d/1NoldZNYUm8f4b5FAwtmk7SBCEFKUNadn/view?usp=share_link,Rational,0,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","No location, cannot identify full name, the claim was 2nd richest country in the world but we were not even close the richest in Asia more so when comparing to the world.",,
11-107,19/04/23 21:01:49,https://twitter.com/kcellee/status/1524235899856334848,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@kcellee,Joy,A wife and a Mom of two beautiful girls 🇨🇦🇵🇭,Anonymous,07/20,179,196,Republic of the Philippines,I was in grade 10/11 here sa🇨🇦 sabi ng teacher ko sa social studies 🇵🇭used to be the 2nd richest Country in Asia next to Japan during Marcos since then nag research na ako . Sobrang nakaka pang hinayang andun na tayo eh pero bcoz of greed naging mahirap na bansa ang Pinas,,Text,11/05/22 11:52,https://drive.google.com/file/d/1R7fH1JRpbktO4i-HCEyCFb7j8UidW8ON/view?usp=share_link,Rational,4,2,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Cannot identify full name,,
11-108,19/04/23 21:09:58,https://twitter.com/AdilaoKirr/status/1507776428393172995,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@AdilaoKirr,Kirme,สวัสดี,Identified,10/19,117,74,"Davao City, Davao Region","Philippines was richest country next to Japan during Marcos’ term period  

#AnakNgBBMSupporter 
#BBMIsMyPresident2022 
#Halalan2022 
#BBMFORPRESIDENT2022",,Text,27/05/22 01:48,https://drive.google.com/file/d/1mm-0cWzBvFOtEEFGgkGtZ-zGK8F4Hj98/view?usp=share_link,Rational,0,1,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",,,
11-109,19/04/23 21:13:06,https://twitter.com/frncnn__/status/1503132817672540162,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@frncnn__,chii,My behavior depends on your attitude.,Anonymous,11/21,47,12,,"You're saying na hindi naging maganda ang Marcos era? Madami siyang naipagawa. Yung NLEX nga siya ang nagpagawa eh. And bakit nyo sasabihin na magnanakaw sila, eh 2nd to the richest country next to Japan ang Philippines during his days. Nawala lang nung si Aquino na ang nag lead.",,Text,14/03/22 06:16,https://drive.google.com/file/d/1GZeOuqep7EvwOUqsVMO_e4oQ2zqQGZda/view?usp=share_link,Rational,0,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","No location, cannot identify full name",,
11-110,19/04/23 21:22:19,https://twitter.com/leonita_ortega/status/1469471418517655554,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@leonita_ortega,Mizchevous Kitten,Just keep moving forward,Identified,10/21,617,535,Cebu Province,If I stole money from the people why the Philippines is the richest country next to Japan during my regimen? ~ Ferdinand Marcos #ILOILOFORBBMSARA HALA BIRA BBMSARA,,Text,11/12/21 08:57,https://drive.google.com/file/d/18hDisXuP9gZ44gZGgogKVRqZmqcP5xi9/view?usp=share_link,Rational,33,0,15,2,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",,,
11-111,19/04/23 21:24:49,https://twitter.com/VanTaeVintage/status/1459524411061522442,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@VanTaeVintage,Purple⁷,winter bear..🐻,Anonymous,03/21,2538,55,Republic of the Philippines,But it just doesn't make sense that the people whom you claimed to be the greatest robber in politics history were the ones who made our country become the second richest country in Asia next to Japan. Why did it happen only in Marcos' time? Right?,,"Text, reply",13/11/21 22:11,https://drive.google.com/file/d/1qVWLguXIuSw1LrhtrF02zzbNPbPiAwcN/view?usp=share_link,Rational,0,1,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Cannot identify full name,,
11-112,19/04/23 21:27:01,https://twitter.com/AkashiLee2/status/1453371178165301256,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@AkashiLee2,Amelia,hi!,Anonymous,10/21,41,14,,WHEN FERDINAND MARCOS ONCE SAID: If I stole money from the people why the Philippines is richest country next to Japan during my regimen.,,Text,27/10/21 22:41,https://drive.google.com/file/d/1f1Q8w0efHYzHVgOHd_4WK3549No4z-dn/view?usp=share_link,Emotional,1,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","Cannot identify full name, no location",,
11-113,19/04/23 21:28:54,https://twitter.com/Angelagarseya/status/1448289713446477824,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@Angelagarseya,Garcia,,Identified,10/20,32,3,"Pilar, Western Visayas",They say marcos stole the money of Filipinos. So why is it our country became the second richest country next to japan and became one of the strongest military power na kinakatakutan at tinitinga ng ibang bansa! Noon yung mga asian neighbor yung nag ooverseas workers sa,,"Text, reply",13/10/21 22:09,https://drive.google.com/file/d/12xoxupkdYo7ryEtIddbvlbT_rzYh3AKI/view?usp=share_link,Rational,0,1,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","No bio, part of a thread",,
11-114,19/04/23 21:30:56,https://twitter.com/MarupoksaRaStro/status/1440174168125804549,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@MarupoksaRaStro,sa rastro (& freenbecky i guess) aq rurupok,Marupok sa RaStro pero suma-sideline sa ibang barko.,Anonymous,04/21,323,328,rs × fb || she/her,"I also asked some of my relatives that were present during Martial Law and Marcos' term, and they all said that during his time, the country was at peace, the country was the most respected and richest in Asia, richer than America and Japan. Opposite from what the media says now.",,Text,21/09/21 12:40,https://drive.google.com/file/d/1M0QkxNPuYrDr40Qj9Orii9PzZHzaHNPs/view?usp=share_link,Emotional,1,1,2,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","Not a real location, cannot identify full name",,
11-115,19/04/23 21:33:29,https://twitter.com/Lorea_Btst19/status/1439844002421903367,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@Lorea_Btst19,Slapsoil,AgriCOOLturist,Anonymous,06/21,10,10,"Cordon, Cagayan Valley","if Ferdinand Marcos really stole money from the people, why does the Philippines is the richest country next to Japan in his regime? I think more than 800+ cases were filed against the marcos family but until now, Wala pang napapatunayan😂😂😂😂",,Text,20/09/21 14:48,https://drive.google.com/file/d/1Dxf7gzvzDhZPLBm3PjGiUHjmg4hEaJp0/view?usp=share_link,Emotional,1,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",Cannot identify full name,,
11-116,19/04/23 21:35:16,https://twitter.com/christi79898142/status/1412727566515904514,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@christi79898142,christian roi:),aku mencintaimu,Identified,08/19,31,35,dito malapit sa citimart,"if i stole money from people
why the philippines is the richest next to the japan during my regime""

-FERDINAND MARCOS",,Text,07/07/21 18:57,https://drive.google.com/file/d/1opw7WF5GmAdSd6rZPbBMcn7WTRur2qZK/view?usp=share_link,Rational,2,0,0,1,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",Not a proper location,,
11-117,19/04/23 21:39:08,https://twitter.com/LSF_52098/status/1370644134017462272,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos richest Japan,@LSF_52098,Arrietty 🤍,"∇VIIΔVIII Fall seven times, stand up eight.- Zari 🤍",Anonymous,12/20,1372,552,Republic of the Philippines,"If I stole money from people why the Philippines is the richest country next to Japan during my regimen?
 -President Ferdinand Marcos",,Text,13/03/21 15:53,https://drive.google.com/file/d/16H7R7DUWFXMhesHqWkHZNxAGQJdvZEst/view?usp=share_link,Rational,0,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",Cannot identify full name,,
11-118,19/04/23 21:41:28,https://twitter.com/Darksparrow11/status/1439698546614161408,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Marcos mayaman Japan,@Darksparrow11,Darksparrow,,Anonymous,09/18,35,3,,"Oo kasi nung time ni Marcos mas mayaman pa tayo  sa korea nun, at nakaka habol pa tayo sa Japan nun",,"Text, reply",20/09/21 05:10,https://drive.google.com/file/d/14NtqIR92CsCOkKJZLNpwijrykqR3R5iS/view?usp=share_link,Rational,0,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","Cannot identify full name, no bio, no location",,
11-119,19/04/23 21:43:42,https://twitter.com/ValentinoEvang1/status/1478058115543310340,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Pilipinas mayaman asia marcos,@ValentinoEvang1,ValentinoEvangelista,find out???,Identified,02/21,24,1,,Hero nakilala Ang pilipinas dahil sa Marcos bilang pngalawa na mayaman sa Asia ganyan sya kagaling ngayun tyo nasa thirdworld country simula hinawakan ni Aquino,,"Text, reply",04/01/22 01:38,https://drive.google.com/file/d/1jNKNwBfYwGSyptbCBIL8N3QHWjaDvKIZ/view?usp=share_link,Rational,0,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",No location,,
11-120,19/04/23 21:45:51,https://twitter.com/tramonti_e_tu/status/1446146673177096193,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Pilipinas mayaman asia marcos,@tramonti_e_tu,Leanna,❤️💚,Anonymous,10/21,9,5,,Kung mananakaw ang mga Marcos bakit pumapangalawanh pinaka mayaman ng Asia ang Pilipinas nung Marcos Era? Bobo mema kang pukingina ka. Mag aral ka nga! Bobo!!,,"Text, reply",08/10/21 00:13,https://drive.google.com/file/d/1RkZtWnoKPhXxET2J97YzDcqNaExVNzY_/view?usp=share_link,Emotional,0,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","No location, cannot identify full name",,
11-121,19/04/23 21:47:45,https://twitter.com/Patrickxxx16/status/1440828999228297224,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,Pilipinas mayaman asia marcos,@Patrickxxx16,Patrickxxx,"married🎈dadbud💪fitness 1st🧠always horny🪱hardfucker🧨♥️ love has no gender 🍆🤗🚥 discreet to discreet 🧞‍♂️
solid BBM♥️💚SARA 💪💪💪",Anonymous,09/21,478,149,"Cebu City, Central Visayas",Bakit? Naipanganak ka naba dati nong kay marcos regime? Alam mo ba anong nagawa ni marcos sa pilipinas dati? Alam mo ba na pinaka mayaman tau sa asia dati? Nong aquino administration don na lamagak ang corruption.. dont say if f mo alam ang history.. research din pag me time sir,,"Text, reply",23/09/21 08:02,https://drive.google.com/file/d/14i_-1d-9XUQmuc-B9QDJrgvy2shpXSYF/view?usp=share_link,Emotional,0,0,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Cannot identify full name,,
11-122,19/04/23 21:49:32,https://twitter.com/kcellee/status/1514303560242016263,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest country next to japan,@kcellee,Joy,A wife and a Mom of two beautiful girls 🇨🇦🇵🇭,Anonymous,07/20,179,197,Republic of the Philippines,"I was in grade 10 or 11 topic namin nun sa social studies ung mga naging dictatorship ng ibang bansa of course kasali si FM tapos sabi ng teacher ko Philippines used to be the 2nd most powerful and richest country in asia next to Japan. 

#BBMSaraUNITEAM",,Text,14/04/22 02:04,https://drive.google.com/file/d/1J0YBGnE1yMOf9hro21wdg5yeqrBzV82W/view?usp=share_link,Emotional,1,2,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",Cannot identify full name,,
11-123,19/04/23 21:53:11,https://twitter.com/krisha_roms14/status/1452088571385368584,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest country next to japan,@krisha_roms14,Kri Sha,,Anonymous,09/21,41,10,,""" If he stole Money from the people, why the Philippines is the richest country next to Japan the regime.?""",,"Text, reply",24/10/21 09:44,https://drive.google.com/file/d/1Kd6SFV850mo4YdeuT7mEwgdIoHiMR55y/view?usp=share_link,Rational,0,1,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","No bio, no location, cannot idenfity full name",,
11-124,19/04/23 21:54:45,https://twitter.com/CessBee1/status/1442783926280286209,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,richest country next to japan,@CessBee1,Cess Bee,Dancing. Photography. Hiking. Loves God. Loves Jay Park.,Identified,01/19,11,2,,"So sa tingin mo legit yan?If totoong nagnakaw si FEM,bakit richest country ang Pilipinas next to Japan during FEM regimen? Bakit mababa ang mga bilihin?Madali lng nmn dayain mga yan.Mas manniwala ako sa mga nakkita ko like PICC, SLEX, NLEX,lung heart center, pgh at 13thmonth pay.",,"Text, reply",28/09/21 17:31,https://drive.google.com/file/d/1lMaz7Rc4FYCZJ9LUZZDUoeMfOJWXVdjZ/view?usp=share_link,Emotional,0,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",No location,,
11-125,19/04/23 21:57:43,https://twitter.com/ilovebbm02/status/1555377569046102016,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos pinakamayaman,@ilovebbm02,ilovebbm,BbmLoyalist,Anonymous,05/22,0,1,,Paano lulubog eh pangalawa nga tayo sa mundo na pinakamayaman nung panahon ni marcos masagana pa noon ng si cory ang pumalit naghirap na purO benta lang ginawa at rebolto lahat ng maron tayo now gawa ng marcos yan .. kahit kelan ndi maghihirap ang mga tao kay fem..  mgresearch ka,,"Text, reply",05/08/22 10:18,https://drive.google.com/file/d/1TuTMHAPiyfNjVHG6s9sgclE7lFLCbQg3/view?usp=share_link,Emotional,0,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","Cannot identify full name, no location",,
11-126,19/04/23 21:59:17,https://twitter.com/RicoJuan029/status/1530422160052801536,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos pinakamayaman,@RicoJuan029,Jan Ric,Im Angel looking with a Devil attitude,Anonymous,07/17,203,8,,"Bago kayo mag fact check Rappler , e dahil Matatalino kayo Dapat alam niyong hoax yan hahaha ... Pinakamayaman sa panahon ni Marcos, bat need pa mangutang at malubog sa utang ang Pinas haha",,"Text, reply",28/05/22 13:34,https://drive.google.com/file/d/1efxirkLyMukW2yp8f-KTpT4xyQ4ZeIgn/view?usp=share_link,Emotional,0,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",No location,,
11-127,19/04/23 22:02:04,https://twitter.com/vI7EminSoysall/status/1503703323630706695,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos pinakamayaman,@vI7EminSoysall,Emin Soysal,Galatasaray | ultrAslan UNI | Psychologist,Identified,06/21,408,32,,Ganun ba may gudd di ko alam paanu sasabihin sau sa panahon ni Marcos tau ang pinakamayaman na bansa sa boung Asia Tau pinaka malakas na sandatahan sa boung Asia,,"Text, reply",15/03/22 20:03,https://drive.google.com/file/d/1y6vztPhpzxiZiACsH-EI81DeQBgr6I22/view?usp=share_link,Emotional,0,3,0,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]",No location,,
11-128,19/04/23 22:04:39,https://twitter.com/_opon/status/1501228380225966080,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos pinakamayaman,@_opon,Kim Opon,tiktok,Identified,10/12,751,156,phillippines,Wala kang pakialam kung cnu ang ibobotp namin.. Doon na kmi sa sinasabi mong corrupt ang ama pero number ang pilupinas sa pinakamayaman na bansa noong panahon pa ng marcos .. Cge nga kung my utak ka.. Paano magiging corrupt ? Ang number one most riches country ang pinas sa asia😂,,"Text, reply",09/03/22 00:08,https://drive.google.com/file/d/1YLH4kh5zfpvp6yavq7Z4N59YLmgpJoju/view?usp=share_link,Emotional,0,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]",,,
11-129,19/04/23 22:10:13,https://twitter.com/lec1620/status/1497020419643117568,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos pinakamayaman,@lec1620,lec,,Anonymous,07/20,178,103,baguio,"hoi ilan lang kau at ano yang pinaglalaban nio!!?ilang dilawans na ang naupo may nangyari ba sa pinas??wala..kung dati isa tau sa pinakamayaman sa asia nong panahon ni Marcos ngaun wala na bakit??dahil sa kagagawan ng mga dilawan sila ang naglugmok sa pinas at isinisi sa marcos

{Alt-text image: Screenshot of GMA News facebook post about EDSA-People Power Monument activities}",,"Text, image",25/02/22 09:27,https://drive.google.com/file/d/1jvW-S1gMdxfOe9g8EZAUz5F6Qe5JjBZy/view?usp=share_link,Emotional,10,4,3,0,,,"During Marcos' term as president, the highest ranking that the Philippines reached in Asia was 10th in terms of GDP and 11th in terms of GDP per capita. The Philippines was never close to being in the top five in Asia in either of these economic measures. 

[https://www.rappler.com/newsbreak/fact-check/philippines-richest-country-next-japan-marcos-term/]","Cannot identify full name, no bio",,
11-130,19/04/23 22:15:17,https://twitter.com/lec1620/status/1496780569790726144,11,"Juanes, John Joven",MRCS,Philippines richest in Asia under Marcos Sr. administration,panahon marcos pinakamayaman,@lec1620,lec,,Anonymous,07/20,178,103,baguio,isa tau sa pinakamayaman sa asia noong panahon ni marcos nung pumalit na si cory anong nangyari sa pinas?bakit sa tingin mo magsusulat sila ng magaganda patungkol kay marcos? eh gusto nga nila ciang pabagsakin.common sense na lang po 😉✌,,"Text, reply",24/02/22 17:34,https://drive.google.com/file/d/18A-t3S_f_oyQyk_iPS8ddsnytr7oruQx/view?usp=share_link,Emotional,0,0,0,0,,,"This requires more context. Marcos was excessively loaning, causing national debt to grow to 24.4 billion dollars. While this allowed for economic ""growth"", the country's development crashed when we failed to settle these debts.

[https://econ.upd.edu.ph/perse/?p=5058]","Cannot identify full name, no bio",,
